timestamp,src_ip,dst_ip,src_port,dst_port,seq,ack,payload_len,inter_arrival_time,jitter,retransmission_rate,duplicate_ack_count,rtt_estimate,retransmission,lost_segment,duplicate_ack,packet_lost
1771738506.427836,10.0.0.1,10.0.0.2,57080,5001,130381,29,2896,0.0023348331451416016,0.015808145474757302,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.430259,10.0.0.1,10.0.0.2,57080,5001,133277,29,2896,0.0024230480194091797,0.015808145474757302,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.432681,10.0.0.1,10.0.0.2,57080,5001,110109,29,2896,0.0024220943450927734,0.01580811881794099,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.435103,10.0.0.1,10.0.0.2,57080,5001,136173,29,1448,0.002421855926513672,6.162061821751526e-05,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.46422,10.0.0.1,10.0.0.2,57080,5001,137621,29,2896,0.029117107391357422,0.011948108979242394,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.466637,10.0.0.1,10.0.0.2,57080,5001,140517,29,2896,0.002416849136352539,0.011938879474938744,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.468967,10.0.0.1,10.0.0.2,57080,5001,143413,29,2896,0.0023300647735595703,0.011949339091815047,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.471387,10.0.0.1,10.0.0.2,57080,5001,146309,29,2896,0.0024199485778808594,0.011949577936326946,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.47633,10.0.0.1,10.0.0.2,57080,5001,110109,29,2896,0.004943132400512695,0.011719985292330126,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.477476,10.0.0.1,10.0.0.2,57080,5001,149205,29,1448,0.0011458396911621094,0.0013901968532960536,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.507769,10.0.0.1,10.0.0.2,57080,5001,150653,29,1448,0.03029322624206543,0.012413104446767844,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.510097,10.0.0.1,10.0.0.2,57080,5001,152101,29,2896,0.0023279190063476562,0.012413359297710407,0.0,0.0,0.013406038284301758,0,0,0,0
1771738506.516376,10.0.0.1,10.0.0.2,57080,5001,157893,29,2896,0.00627899169921875,0.012077541346530865,0.0,0.0,0.013406038284301758,0,1,0,1
1771738506.550228,10.0.0.1,10.0.0.2,57080,5001,137621,29,2896,0.03385210037231445,0.015950054787046086,0.0,0.0,0.013406038284301758,0,0,0,0
1771738508.313206,10.0.0.1,10.0.0.2,57080,5001,137621,29,1448,1.7629778385162354,0.7804194971348588,0.1,0.0,0.013406038284301758,1,0,0,1
1771738508.354386,10.0.0.1,10.0.0.2,57080,5001,154997,29,2896,0.04118013381958008,0.7792590415705282,0.2,0.0,0.013406038284301758,1,0,0,1
1771738508.356809,10.0.0.1,10.0.0.2,57080,5001,163685,29,1448,0.002422809600830078,0.7792478703600918,0.2,0.0,0.013406038284301758,0,1,0,1
1771738508.395647,10.0.0.1,10.0.0.2,57080,5001,150653,29,1448,0.03883814811706543,0.7755828417738847,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.396859,10.0.0.1,10.0.0.2,57080,5001,165133,29,1448,0.0012118816375732422,0.7793095232312836,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.39807,10.0.0.1,10.0.0.2,57080,5001,160789,29,1448,0.0012111663818359375,0.021051284530197938,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.435696,10.0.0.1,10.0.0.2,57080,5001,166581,29,1448,0.037625789642333984,0.020066457197935997,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.438103,10.0.0.1,10.0.0.2,57080,5001,169477,29,1448,0.002407073974609375,0.020069171329186966,0.2,0.0,0.013406038284301758,0,1,0,1
1771738508.475749,10.0.0.1,10.0.0.2,57080,5001,162237,29,1448,0.03764605522155762,0.019738224890297276,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.478349,10.0.0.1,10.0.0.2,57080,5001,168029,29,1448,0.002599954605102539,0.019486026370682377,0.2,0.0,0.013406038284301758,0,0,0,0
1771738508.515809,10.0.0.1,10.0.0.2,57080,5001,170925,29,1448,0.0374600887298584,0.019210966229823354,0.1,0.0,0.013406038284301758,0,0,0,0
1771738508.555871,10.0.0.1,10.0.0.2,57080,5001,173821,29,1448,0.04006195068359375,0.01968238638415865,0.0,0.0,0.013406038284301758,0,1,0,1
1771738508.555873,10.0.0.1,10.0.0.2,57080,5001,175269,29,1448,1.9073486328125e-06,0.02036081313805835,0.0,0.0,0.013406038284301758,0,0,0,0
1771738508.595917,10.0.0.1,10.0.0.2,57080,5001,172373,29,1448,0.04004406929016113,0.020799261758198774,0.0,0.0,0.013406038284301758,0,0,0,0
1771738508.595919,10.0.0.1,10.0.0.2,57080,5001,176717,29,1448,1.9073486328125e-06,0.021489580353726306,0.0,0.0,0.013406038284301758,0,0,0,0
1771738508.636104,10.0.0.1,10.0.0.2,57080,5001,178165,29,1448,0.04018521308898926,0.021961096472266295,0.0,0.0,0.013406038284301758,0,0,0,0
1771738509.97721,10.0.0.1,10.0.0.2,57080,5001,176717,29,1448,1.3411059379577637,0.5911308199474109,0.1,0.0,0.013406038284301758,1,0,0,1
1771738510.017274,10.0.0.1,10.0.0.2,57080,5001,179613,29,1448,0.04006385803222656,0.5865684231559402,0.1,0.0,0.013406038284301758,0,0,0,0
1771738510.017278,10.0.0.1,10.0.0.2,57080,5001,181061,29,1448,4.0531158447265625e-06,0.5911285181262975,0.1,0.0,0.013406038284301758,0,0,0,0
1771738510.057377,10.0.0.1,10.0.0.2,57080,5001,182509,29,1448,0.040099143981933594,0.586562235526044,0.1,0.0,0.013406038284301758,0,0,0,0
